x, y, z
3.155917853290986841e+00, 8.591367009502972607e+00, 5.768155956657852190e-01
6.733195134139032589e+00, 9.889437747020160430e+00, 3.336502034620653090e-01
4.911273663388368682e+00, 9.534154189949216374e+00, -2.085137518480105479e-01
4.712748280265038225e+00, 1.077570802232495772e+01, 9.137893543217057157e-01
5.317896353154773159e+00, 9.359423589159042933e+00, -2.630393696183656593e-01
6.429416168242713781e+00, 1.139028051177722567e+01, 6.454849427022026909e-01
5.068626042135312204e+00, 9.275209320557852521e+00, -1.047503888614482737e+00
5.292839314137757434e+00, 1.044097560872696739e+01, -2.298220736435653055e+00
4.712284452583017647e+00, 9.907311671508507445e+00, -6.458705143047049901e-01
3.450548534380418531e+00, 1.107125146575322816e+01, -2.822730188258733008e-01
3.353000754061105315e+00, 9.928647699086626588e+00, 3.134167475732094980e-03
4.077108894007496431e+00, 1.117634813660801463e+01, -1.791454800038952300e+00
4.677433582231071085e+00, 9.632730570723520458e+00, -9.971314431611413287e-01
4.350599425578596247e+00, 1.138898706801790084e+01, -1.283102077138584818e+00
5.122882921018431013e+00, 1.030593971293914990e+01, -3.137864727370305862e-01
4.251907048109062615e+00, 9.240811043920254875e+00, -1.770285359935697966e-01
5.606561587581162520e+00, 9.409182492023703048e+00, -3.750747975375040011e-01
5.493326325035529756e+00, 1.050626133938806817e+01, -1.449405087126796499e+00
5.293209134369807778e+00, 9.923983472746538581e+00, -1.456962715894232874e+00
4.694487125339911415e+00, 9.351078012492529012e+00, 2.457088205500935540e+00
4.517779666303869845e+00, 8.760453419768326810e+00, -2.756621361710463458e-01
4.914267968995569724e+00, 9.807701910167699211e+00, 1.938515957195705131e+00
5.562678263186642269e+00, 8.517177603342961589e+00, -1.318780266268324119e+00
4.758715963815902228e+00, 9.460439753042786393e+00, 1.305334860807675579e+00
2.345639061041417506e+00, 1.081672662827104148e+01, 7.128747525543196462e-01
5.879664963389430454e+00, 9.138602026071373174e+00, 4.334698717782181632e-02
4.476720462836164316e+00, 9.150348054325210256e+00, -1.617778259653850914e-01
6.044526292092895048e+00, 9.741591952324206716e+00, 2.140943061624909771e-01
4.438374030497773681e+00, 9.638758505835987478e+00, 7.988160120735765535e-01
2.638533707706854248e+00, 1.152080250409791162e+01, 6.727101694065504844e-01
3.935813996744125909e+00, 8.847408846653086911e+00, 7.107788245904637925e-02
4.413541922050423061e+00, 1.118644228058331080e+01, 9.887029838375367419e-01
5.189192314410358442e+00, 1.113319970118761049e+01, -6.076772663198121149e-01
4.556703395044974236e+00, 1.377622254080308828e+01, 2.684863683477063945e-01
4.968950660153389265e+00, 1.083967841349117833e+01, -8.256592737240756388e-03
3.024185968285062920e+00, 9.640070170906346547e+00, 5.193156686694762048e-01
4.160682133713269337e+00, 9.980828631903355230e+00, -1.036710997095237952e+00
6.017175740622553448e+00, 1.097316499189673422e+01, 1.148477283805674265e+00
5.559612496851682906e+00, 9.817543339506460853e+00, -3.784599761887926239e-01
6.733784712791686999e+00, 9.287234918287893493e+00, -1.772334207064580058e-01
4.553476714011609694e+00, 1.086028279226316684e+01, -2.846498496917491128e-01
6.011818147018469283e+00, 1.003359604887596745e+01, -9.721078021068098041e-01
5.279574035974550661e+00, 8.622509958356257442e+00, 2.758550114467060332e+00
6.210821636869127360e+00, 8.298359768951469206e+00, 4.560737601242697004e-01
3.850359997597741835e+00, 1.037379366371504474e+01, 1.661310700055125045e+00
3.293218541178275061e+00, 1.055668612129159101e+01, 1.768898318560153005e+00
5.361522779700941044e+00, 9.998714965071179961e+00, -2.524680512056676762e-01
4.875797254894745691e+00, 1.002458288205073345e+01, 9.720429843985569640e-01
4.216988190853015794e+00, 1.082494538118875127e+01, 1.033968029586000537e+00
5.710250557304845209e+00, 1.074406086452586706e+01, -1.360160214653560518e+00
4.494520178386093967e+00, 1.044393702113241851e+01, -1.528041932657072666e+00
6.251332859486703697e+00, 1.046752072702433445e+01, -2.563700771063572859e-01
5.742761459964943249e+00, 1.068697593028125148e+01, 7.053665978352706700e-01
2.999210991730605347e+00, 8.329901731936711684e+00, -3.517465484746934434e-02
4.363584754051025527e+00, 9.452080475020363082e+00, -1.681653432866317521e+00
6.122231067038101493e+00, 1.107024062885525595e+01, 1.157206812284830244e+00
4.640403333961373278e+00, 1.086759282531526338e+01, -1.177645919630021298e+00
6.186125308126744216e+00, 9.669006804710328140e+00, 2.754502840387485496e-01
4.950145152846282315e+00, 1.086729584515049218e+01, 1.163913696083351379e+00
2.164652200485378319e+00, 1.143953671832934305e+01, -1.725945085068907092e+00
5.161411162809953268e+00, 1.052247525286761842e+01, -5.224672714866167578e-01
5.635216311195630823e+00, 9.674904745687497254e+00, -1.941605224157399556e+00
5.051547123653571170e+00, 1.109316852977753243e+01, -9.931653140300300553e-02
5.234569624686373324e+00, 1.166920058546054761e+01, -4.012710601090361401e-02
3.732040028069515181e+00, 9.328596533898888765e+00, 5.040646576180982802e-02
7.096857433402139037e+00, 9.331058388306466611e+00, -1.664485341320869616e-01
5.866329448213203790e+00, 1.085715815704217491e+01, 5.052298388604192780e-01
6.012789870945289827e+00, 9.875243379702499880e+00, -2.271881640402089619e+00
4.752469862263112965e+00, 9.886871658701206655e+00, 7.321560900582440023e-01
4.630356098406236853e+00, 1.131694786183417634e+01, -5.743923754053676944e-01
3.024565238131855516e+00, 9.819573461244024415e+00, 1.199043338785157786e+00
5.183841176807812978e+00, 1.124544571120180869e+01, -1.080888010875658667e+00
5.915731442318691080e+00, 1.219084188077812314e+01, 2.423063329599591149e-03
3.685778582270725856e+00, 9.868797507344075015e+00, -5.263852963131419038e-01
4.849597215100396319e+00, 9.979175858754702588e+00, 1.711968787383979507e+00
3.918676396042932275e+00, 9.193961416925709784e+00, 8.273784601651919257e-02
2.862412327841622695e+00, 1.079401334163894965e+01, 1.524722257382434165e+00
4.571918218722689886e+00, 9.345904205261996722e+00, -3.236900346051861721e+00
3.357183173358582629e+00, 1.075511457453001363e+01, -1.547158061039778598e+00
6.249467549676253952e+00, 8.754117182338516656e+00, 1.257916477689162149e-01
4.606458526004467480e+00, 1.111177990308862107e+01, -1.680854821037276459e-01
4.987158884777734613e+00, 8.795714462834570924e+00, -6.204013514013028141e-01
4.387750672945775143e+00, 9.233732842818676900e+00, -5.668788086761646916e-01
5.892788852889957241e+00, 9.480631585999603317e+00, -7.626589258968767826e-01
5.985101240072872031e+00, 1.037610999099088538e+01, 1.421240168762738065e+00
4.935501963187697960e+00, 9.551729468746028573e+00, 1.540801676795714892e+00
6.062489202948214029e+00, 7.916794056830349646e+00, -4.796951370896140876e-01
4.563334144911843637e+00, 9.231471158948933109e+00, 3.560011583987763434e-02
5.321163610074878925e+00, 8.477608970534015853e+00, -4.099573678198705773e-01
5.314808478307742057e+00, 1.013680155245067915e+01, 1.841644781257732788e+00
3.291671495834634698e+00, 1.005685559516108718e+01, -9.264200364280943123e-02
4.644723984358413382e+00, 9.613335047465428218e+00, 1.498232991334425446e+00
6.301409663072856659e+00, 8.816627683295211071e+00, 1.643006767528398138e+00
5.807967934274481436e+00, 9.540776982702139364e+00, -8.586020206401170363e-01
4.418148337782089818e+00, 1.088209163036030702e+01, -1.087812122962893646e+00
6.953164501318758184e+00, 1.182180592150578669e+01, -2.258799349571194437e+00
3.037506781646108323e+00, 9.334679050237300046e+00, 1.247332698684893021e-01
6.369264486497607791e+00, 9.116479592784871855e+00, -6.704446144375878491e-01
4.996834898295807292e+00, 1.102527020560794213e+01, -1.133723731132755042e+00
7.548300491302244453e+00, 9.253259492471393344e+00, -4.094690300449735192e-03
6.495777220619062042e+00, 9.474225502044079761e+00, 4.233974093423638618e-01
4.913861972636095032e+00, 1.050512007904965373e+01, -6.913125860774581577e-01
6.607303670538279050e+00, 9.670968876436692341e+00, 5.383648290426956348e-03
5.160852650435264088e+00, 9.755008045272624884e+00, 2.568284074763775404e+00
4.622849620418594263e+00, 1.111670787917792147e+01, -6.816936922969767387e-01
6.723860110834515069e+00, 9.040532136782060135e+00, -4.945487173473029907e-01
5.790098814049181364e+00, 9.293575813867569479e+00, -1.308795649199734124e+00
5.052487137531907813e+00, 1.039130245715583456e+01, 2.586499275416073718e-01
5.115303819813533437e+00, 9.320529051825131361e+00, -2.269807926825314848e+00
4.410790445299147322e+00, 9.040262912927133243e+00, 8.165800570476231535e-01
5.813975095410756744e+00, 9.988250178074100205e+00, -5.177450870538589101e-01
6.618417400574410969e+00, 1.048674222071459106e+01, -2.545571919697816599e-01
4.007083212165237107e+00, 7.228631843858964956e+00, -3.891315345792524250e-01
4.646922890590028388e+00, 9.878240739356670019e+00, -8.517620162487161695e-01
5.871515650504021799e+00, 1.018894819655051087e+01, 7.287201301772035233e-02
5.496974811809047345e+00, 9.597634723399526280e+00, -1.402730964912576761e+00
6.553888708457321854e+00, 9.368485610227439864e+00, -5.677095730017267528e-01
5.436407477359159301e+00, 1.167824139423841601e+01, 6.187731554667769140e-01
5.658739250535779419e+00, 1.122301112677206092e+01, 4.726902302030374092e-01
4.940982024027736230e+00, 1.131729018783242324e+01, -3.971933637533790473e-01
4.851829776453977061e+00, 1.044705894395662682e+01, 9.762014188118286473e-01
5.826558757510331255e+00, 9.558340479499511488e+00, 6.504512611219384066e-01
5.868623968433820615e+00, 8.121966203925840233e+00, -2.339494271083392696e-01
4.061587166001257465e+00, 8.828330532034639688e+00, 3.224108846502993786e-01
7.702394546068414449e+00, 1.000587133794552130e+01, -2.070946862846848813e+00
4.995655247016715705e+00, 9.274226701049077093e+00, 5.943421678941929534e-03
5.020469042867230947e+00, 8.831702602922003820e+00, -8.462293565565649767e-02
4.618483369304049901e+00, 1.081267718618235385e+01, -5.464658891543745095e-02
4.971329933588041428e+00, 9.790801435094737215e+00, -6.124494548203736066e-01
4.861773199327092954e+00, 8.825541581768575838e+00, -7.463018142928763421e-01
6.531111472488877467e+00, 1.246761748488499322e+01, 1.224220264199548769e+00
6.084499950787285449e+00, 1.065009687077939304e+01, -7.829653466769361803e-01
6.550061430045878375e+00, 9.481796718269773550e+00, -9.539564401247265790e-01
3.810924599193106665e+00, 1.003697459176598450e+01, -7.785692050801591435e-01
3.743924683158814659e+00, 8.503397109986059021e+00, 1.495924279919425448e+00
5.264083569310761490e+00, 8.882657216839970005e+00, 5.267673256757818834e-01
6.280491067992208798e+00, 1.080097213039127446e+01, -6.871619376823184799e-01
4.499351344537060982e+00, 1.092574702955191057e+01, -7.188302925348556416e-01
3.549032187172409536e+00, 1.111712049405492309e+01, 8.299500116028313279e-01
5.019901873682378834e+00, 9.191060228394130505e+00, 2.607561468855455367e+00
5.895303256662598912e+00, 1.161252106588908006e+01, -6.658424051661346876e-01
3.990136515216998525e+00, 9.762416392950905575e+00, -4.051736534305448445e-01
4.915640144930146782e+00, 9.614245841761816180e+00, -2.579209575482017125e-01
5.339589593109827170e+00, 1.023804366640927554e+01, 3.463222742901349016e-01
6.378869678729786052e+00, 1.049056566713057137e+01, -4.633824953623855714e-01
4.756824931609703988e+00, 9.757201878637250303e+00, -6.012093317452208430e-01
6.013446881295848812e+00, 8.157141488138584862e+00, 2.220018273065887948e-01
4.757028227300423850e+00, 9.560305649888558577e+00, 1.079008068703911860e+00
6.433175807760141751e+00, 9.834178029640934682e+00, 6.664207252092665401e-01
5.880484634761701024e+00, 1.132253390123931780e+01, 3.306342242662899000e+00
4.686955298183121954e+00, 9.253371537158168181e+00, 4.598431638866697369e-01
4.311555770297600176e+00, 7.589095300007135947e+00, -4.870175539773673873e-02
5.415057487178551732e+00, 9.502345287634296866e+00, -8.840116025261772134e-03
4.864713386057546884e+00, 8.502313852027455710e+00, -1.175548461544477785e-01
4.981199270636349929e+00, 1.216345563510921224e+01, -1.262964571424317395e+00
4.285618478590279778e+00, 1.078439893329242949e+01, 4.443632833211190736e-01
6.976337684115943460e+00, 9.957707731691067821e+00, -1.717411329172328749e+00
4.820350436134305916e+00, 1.054680547343077279e+01, 1.612404401349905481e+00
5.215817421270456222e+00, 1.106853339209422771e+01, 1.261077312781681836e-01
3.707492411815384692e+00, 9.951769210754722650e+00, 1.602541642433687463e-01
4.142827978210435802e+00, 1.034806301430791287e+01, 6.375675932026654280e-01
5.237346321968055385e+00, 9.791653588472334135e+00, 2.015520093471235771e-02
5.615490284029228008e+00, 1.220597286607041454e+01, -2.795175095477134275e-01
4.772284079080540309e+00, 1.022317101148168916e+01, -7.824825461335399579e-01
5.484918890597857200e+00, 1.039242022316776826e+01, 8.235008944957697974e-01
4.562874636796400374e+00, 9.221702949471552557e+00, -9.772198497244846127e-01
4.533218870720158833e+00, 8.760227152970397668e+00, -2.138963714826993545e+00
5.075658079359891772e+00, 1.238942588661654831e+01, -4.538237625663599784e-01
6.859065273492872095e+00, 1.220054514429627446e+01, -1.520546905099882995e+00
4.178356541252503220e+00, 1.003881617408591431e+01, -7.107102283763920558e-02
5.278942171905968372e+00, 1.077355367870115010e+01, -2.716593397338452620e-01
4.630674393966583757e+00, 8.552472742430126118e+00, -1.062106349958820584e+00
5.690703124116869738e+00, 1.027429265095377531e+01, -2.082159120272803143e+00
5.433488265942000517e+00, 9.825085788732485170e+00, -1.692790550241348724e-01
3.415413830019052632e+00, 1.138060989444273119e+01, -1.027630466224286110e+00
4.472034787412191292e+00, 9.536395066132905995e+00, -3.928804308358598840e-01
4.065471559624666220e+00, 9.730299341242577782e+00, 1.495106658415880752e+00
5.276172345959580845e+00, 9.361332576801098426e+00, -3.084711970715888762e-01
6.238111374551037258e+00, 9.653195952614300523e+00, -1.218822501597908309e-01
5.744432234676995819e+00, 1.061628782779500213e+01, -5.339865743856607727e-01
4.255812760140058160e+00, 9.220725772721252156e+00, 3.042090247280149207e-01
6.938808751289551324e+00, 1.093676542042193489e+01, -4.860069843380309673e-01
5.075357872499778544e+00, 9.462732311816605346e+00, 8.289204450820878423e-01
6.191109685419969644e+00, 1.019802272793415732e+01, 7.878449428061423676e-01
4.787287230313897801e+00, 9.338541237255450156e+00, 7.286539812318909570e-01
6.438114021932179298e+00, 1.173209673594271152e+01, -1.236978792351797196e+00
4.807884983847790394e+00, 1.080905538583390602e+01, -5.291935666717318965e-01
3.789697802396249759e+00, 1.040937203994945293e+01, -1.167310419389485654e+00
3.210164642402271173e+00, 1.026526021770776076e+01, -8.398768964125118419e-01
7.241532585470871197e+00, 8.951444173735465526e+00, 4.302358329032944517e-02
3.613715713837904353e+00, 1.079483483950188472e+01, 2.055245336277596646e+00
6.224434543494669292e+00, 1.084507833811228217e+01, 1.010620848895534385e+00
4.055720611601199899e+00, 1.034873999816907286e+01, -6.393754502025853492e-01
5.592938409586842852e+00, 1.115854326129819363e+01, 1.206119013459376665e+00
5.870739458457634896e+00, 8.815262679925417899e+00, -5.145239495554986275e-01
5.796361685511045359e+00, 1.101024925591821280e+01, 1.021339337230976696e+00
4.832058654791739905e+00, 1.186294100082295344e+01, -8.056763043726099527e-01
4.007446022166689659e+00, 9.960685727554034585e+00, -3.304450194243772065e-01
4.574136791843410599e+00, 9.941329664182225301e+00, -5.867564783551229568e-02
4.265186394728382346e+00, 1.192159020827928373e+01, -1.935488533808552847e-01
4.912237282655794957e+00, 1.025296583965706176e+01, 7.161554156222154077e-01
5.105041613415289170e+00, 1.090397291898444720e+01, 7.600959909491873390e-01
5.235212968017028068e+00, 7.572849042297703726e+00, -5.964519322268441170e-02
4.053096445618447952e+00, 1.115117536686098276e+01, 6.801464863080199930e-01
5.938075858529915152e+00, 9.499866116508464131e+00, 1.774265044288366955e+00
6.147872311342931440e+00, 1.106691152970673642e+01, 5.258732637844900637e-01
6.024708259059783799e+00, 1.038268767631805822e+01, 7.117155470349799673e-01
4.075424731460531191e+00, 8.864222172712178605e+00, -1.061892214025386583e+00
6.160187953116307291e+00, 1.017957219267499802e+01, -7.001701202196307650e-01
3.385042491551041088e+00, 9.906002844861708567e+00, 4.040045384621978042e-01
5.823082592908759736e+00, 9.580600744616893039e+00, -8.292847111604834121e-02
3.981434198038918737e+00, 9.995439463644002487e+00, -2.528239015548296997e+00
5.045489187192297109e+00, 1.097562001763303563e+01, 2.082009413922802921e-01
5.135256634249957486e+00, 1.120834748322566199e+01, 8.358792262610675872e-01
3.253236456605565152e+00, 9.182321876808241967e+00, 1.848910558640161350e-02
5.468574897303371429e+00, 1.070637438013389797e+01, -6.197159799045046658e-01
5.885073024081186155e+00, 1.089902403405870324e+01, -7.190090764420282721e-01
5.249502124904990019e+00, 9.038370354145852659e+00, -5.596430088298185446e-01
5.547872955172840292e+00, 1.010143567119053110e+01, -5.520219864529357645e-01
5.564562668918348720e+00, 1.101263723991436727e+01, -4.730874238932676890e-01
5.888807448126769373e+00, 7.783719676815580080e+00, 1.347536937638421362e-01
5.081113693231939621e+00, 8.795976444953161888e+00, -1.842658134970271144e-01
5.365532038633682888e+00, 1.099164082673535425e+01, 3.914255030618031816e-01
5.276045187511953394e+00, 1.138506905057358232e+01, 9.351571673165615106e-01
5.549392929184082668e+00, 1.145746476394278979e+01, -1.011916747601302119e-03
5.141774890402527554e+00, 9.399845496974215564e+00, -1.384936181809917732e+00
5.099604020780775571e+00, 8.643100800761480684e+00, -6.121655352253386750e-01
4.161718339097808084e+00, 8.069084011127253930e+00, -9.609807294563675883e-01
2.367087398231484396e+00, 9.104844082126229310e+00, -6.302638950955498087e-01
5.109099088370964381e+00, 1.057718823761695504e+01, 6.212749079662316376e-01
3.866814576900218015e+00, 9.576234402052952177e+00, -1.178943792338216667e+00
5.218686812251737805e+00, 8.861306381223970519e+00, -1.457624373567835807e+00
5.307629592760672033e+00, 8.929301740329455228e+00, -5.677109876953893020e-01
5.692973606678354059e+00, 9.678597281961106802e+00, 8.027334612701952921e-01
6.429578683666164807e+00, 7.970693040886326131e+00, -7.326207963477101570e-01
5.071737897813567209e+00, 1.004573198173667059e+01, 2.871332936870697461e-01
5.946228208350630595e+00, 9.846598284788287359e+00, -6.560517843299010776e-01
5.792670364790971860e+00, 1.147982478919523608e+01, -2.435982952333052287e-01
5.087104012576200596e+00, 1.016473694494213298e+01, -9.351101060089175299e-01
4.054619924977908241e+00, 1.092283848817513636e+01, -3.502036709553804639e-01
4.956961124252876161e+00, 1.088261503911391159e+01, 9.494195071562362420e-01
4.044478901357812184e+00, 1.013706694480908865e+01, -1.858567229897008843e+00
4.051629205145517609e+00, 9.856327431947148554e+00, 6.683898035975287533e-01
6.898678888151902555e+00, 1.206208145843447710e+01, 4.605114738773416483e-01
5.975697537609639731e+00, 1.062569707007705055e+01, -4.251028129499276331e-01
5.028363050982037841e+00, 1.021043483348445235e+01, 7.636282149037543210e-02
4.508641805430889882e+00, 1.053553846209989509e+01, 1.489564734888849384e-01
2.788844984404031724e+00, 9.499577629365020925e+00, 3.208740299256289674e-01
3.707226898040913099e+00, 1.162959533610365526e+01, 2.293183411783594305e+00
5.415601237763497444e+00, 8.917935084128471246e+00, 1.233683903897207390e+00
5.792803353471525973e+00, 1.047047709650153813e+01, -6.047950624671990516e-01
5.597139373815629426e+00, 7.658933112727083881e+00, -8.757483613802881095e-01
5.083858530382231677e+00, 1.037824282961952527e+01, 1.292147666791049199e+00
3.946195699016638692e+00, 8.905624091393349318e+00, -7.843059286398619268e-01
6.342646802913112225e+00, 9.954512971898328288e+00, 1.717691795379142627e+00
5.847474219281045826e+00, 9.699806942441732360e+00, -2.720818914067496541e-01
5.826809729433769292e+00, 1.070573561317815070e+01, -4.385827347719842839e-01
5.724204950489159671e+00, 1.176257351597519829e+01, 3.320069423055976854e-01
5.462123414516837805e+00, 1.038426206973245947e+01, 2.125665294077641043e+00
5.054937688218480218e+00, 1.019185095941349140e+01, 5.364895078839779785e-01
4.110296467499902739e+00, 8.623070930233000198e+00, 7.280048934420585427e-01
4.453306031100224160e+00, 1.058175290918152989e+01, 1.469177229125009587e+00
4.672106592786940737e+00, 1.048853764635768293e+01, -5.270681583748187959e-01
4.883070885824365881e+00, 9.772327839534421301e+00, 1.760972516165138613e+00
3.740388861030061296e+00, 9.078243653521045786e+00, 7.458704105550102437e-01
3.606436916694739203e+00, 9.838149734881094233e+00, -3.879448917939292141e-01
4.754723726933937300e+00, 9.845843821486750969e+00, 1.105823409617465058e+00
5.070207270218161533e+00, 1.054983714831413266e+01, 8.740706324706575270e-01
2.996981527215985874e+00, 1.071291650220451430e+01, 8.063221447327998392e-01
5.972664894536040769e+00, 1.044052687237572741e+01, -1.487431599783053837e+00
2.514017024886657570e+00, 1.075760241256367067e+01, 2.263227162070716059e+00
6.242501604897997325e+00, 1.199483927248873982e+01, 2.606626011021075939e-01
5.742855645172639356e+00, 1.017476045772455784e+01, 4.443750940507181779e-01
3.751576900446621288e+00, 1.125981695720318143e+01, 1.135456781374638568e+00
4.146906938529109077e+00, 9.177026051538796025e+00, 1.211179000564268859e+00
4.271206713381520359e+00, 1.027882618369985934e+01, -5.008726203758705475e-01
5.759314359738888278e+00, 1.032861873115391838e+01, -1.918829166348616333e+00
4.825701629894680877e+00, 1.024854758126180165e+01, -1.033928111613174883e+00
6.431481169216371363e+00, 9.414812213376304584e+00, 3.433924565864294287e+00
6.866547015863186054e+00, 9.147887882210589794e+00, 7.517807049503270056e-01
5.373837019747540467e+00, 9.559639586118620969e+00, 8.982122333755611088e-01
4.021694587454277325e+00, 1.061700165497057746e+01, -8.028017616429077297e-01
5.618633038838287241e+00, 1.204761189255525977e+01, -4.632891045446888012e-01
4.409505454335091557e+00, 9.963016793816590777e+00, -1.850650289621398770e+00
5.210375584190552800e+00, 1.088130457535276641e+01, 8.912829644313684518e-01
4.568974867412606500e+00, 9.411634841109250971e+00, -1.427822799153346534e+00
5.837819915073853672e+00, 1.178557307770662277e+01, 1.032011814786234910e-01
3.805511826025957056e+00, 9.074587583875844743e+00, -5.122878880189851020e-02
2.293934007130252084e+00, 9.628515428755747507e+00, -6.605959399557536083e-01
4.073346924840643091e+00, 1.042036288874064454e+01, -1.923624693888309478e-02
3.648178544295246351e+00, 1.036703691287059570e+01, -6.805937409176396891e-01
4.353818422371041663e+00, 1.009280252937432643e+01, -2.632203684454106352e-01
5.129170002651456173e+00, 7.705663739921758904e+00, -4.046501281887273649e-01
7.195664742666405544e+00, 9.391927621432840212e+00, 7.346012575586152726e-01
5.635889645544434501e+00, 9.106156497107722458e+00, -3.151500821373081962e+00
4.528504451337505898e+00, 1.067667003079356114e+01, -1.438979349290119281e-01
5.853660041640675438e+00, 1.124132956543099660e+01, 8.560467039562731362e-01
3.924301244816748913e+00, 1.116246750426158307e+01, -4.225241066793795630e-01
4.513382238958344672e+00, 1.058418672278387795e+01, -4.072139997426243441e-01
4.811148368782951046e+00, 9.729816651481224099e+00, -3.495696221950438942e-01
4.198237189287025828e+00, 1.048086137509277549e+01, -1.071874291482984187e+00
5.019624743239308629e+00, 9.886304034052995959e+00, 9.196389968007190330e-01
4.345266888174198705e+00, 1.084976629738328135e+01, 5.444790490501862923e-01
3.837773554606671578e+00, 8.258078261223159799e+00, 1.125324606947409461e-02
5.704617822841917096e+00, 9.976093659635163036e+00, 2.134074835879697929e+00
4.484445576900521147e+00, 8.192656446712408780e+00, -9.548889828624693710e-01
4.878618932309903400e+00, 1.106853844529578268e+01, -1.044865961789757325e+00
5.444159056061776525e+00, 1.090033530858282695e+01, 4.571827935837193269e-01
5.477599716604974134e+00, 1.180329026936510672e+01, 4.919903926323966337e-01
3.659626767449126739e+00, 8.914926850906844891e+00, 1.264228576887731714e+00
4.390678253348283988e+00, 9.426830558910369362e+00, 1.148236015227766638e+00
5.692072359764897449e+00, 9.929744865776713780e+00, -5.709331117233208408e-01
4.927929855924139346e+00, 9.524737621857132908e+00, -9.645383259873702153e-01
4.976139595779677016e+00, 8.165279281335129369e+00, -7.845107704138353233e-01
3.941624197875262858e+00, 1.055266221534707682e+01, 6.856240879082843298e-01
5.666330088236153806e+00, 1.041616598123737880e+01, -2.315493038892107724e-01
7.279376276399583290e+00, 1.026438139170847919e+01, -1.699474474386114542e+00
4.306560017734690327e+00, 1.168375567334962994e+01, -1.580773530963597961e+00
5.652647503022195430e+00, 9.553863895728158084e+00, -7.466912790625775953e-01
5.788586472152427831e+00, 1.102049211337536327e+01, -1.880886308738272117e+00
4.494909654775748997e+00, 9.719005471900091564e+00, -1.032323082755434607e+00
5.165798218147529930e+00, 8.362952849619702533e+00, 3.678025248072764875e-01
4.243736044205220992e+00, 8.449137754830415403e+00, -1.578476653365478377e+00
5.545410890870124732e+00, 1.056428995707235785e+01, -2.514464415214098247e-01
4.709248032652243232e+00, 1.215007341074950631e+01, -7.426783044421216839e-01
5.969959147349185535e+00, 9.186906724943753488e+00, 1.185320155413763343e+00
4.502700450633663642e+00, 1.014227186449834761e+01, -1.931206129483410139e-01
3.831576423289986266e+00, 1.097941341334855991e+01, -7.939668084126419445e-02
4.113551768950978627e+00, 1.047449097266093432e+01, -4.900187965650628086e-01
4.864894473137678865e+00, 9.772371887705336491e+00, -1.213341453205815768e+00
6.472123017258716970e+00, 1.101897054140822796e+01, 2.906754532239593236e-01
5.079414829509614648e+00, 9.974997849032764208e+00, -3.293341867785645194e-01
3.000781099283860165e+00, 8.285005252464864967e+00, -1.970379845442340905e+00
5.416304382601642153e+00, 1.005283256748508158e+01, 1.250905856168283314e+00
2.788676981388882314e+00, 1.052665932052316400e+01, -1.682639106154326103e-01
5.735296723365547855e+00, 1.038873299882533630e+01, 1.706374579850896467e+00
4.828546600453467619e+00, 9.608618297827890231e+00, 1.470055721102089041e+00
6.565627064442476346e+00, 1.052363803476242055e+01, 1.249552432838133831e-01
5.220195323736702697e+00, 9.940253533525778451e+00, 4.734947947579118410e-01
5.931818931463678446e+00, 1.051942660658313855e+01, 3.847757132928842361e-01
4.517937186752545742e+00, 9.601891615645936184e+00, -1.154591174530407161e-01
5.681046071648862217e+00, 8.023639905944403239e+00, -1.446554278740286748e+00
5.402229498896412352e+00, 8.795893628910587125e+00, 9.069027227988318840e-01
4.791225605792725162e+00, 1.084229761115535418e+01, -5.364026101888357267e-01
4.486534161544454058e+00, 1.034305867607876372e+01, 6.981606006752240079e-01
6.035179548715821518e+00, 1.081955261094469556e+01, -1.234264837219533339e-01
5.013226069188285727e+00, 8.222942051200661240e+00, 1.407475392891425203e-01
3.528551975241090766e+00, 1.087003537756940652e+01, -8.701986393901507411e-01
6.468287002666611940e+00, 1.103628364793487471e+01, 1.268957855721720929e+00
4.407706996015976486e+00, 1.005259040817089300e+01, 2.184910539874892754e-01
4.966536336036293520e+00, 9.752094847641995301e+00, 1.245565925756342285e-01
6.342778166166244347e+00, 1.101582568312706201e+01, -1.401801629730227150e+00
6.021504010832178899e+00, 9.806276625891317877e+00, -4.241154796120737841e-02
4.341803091271750681e+00, 9.276637004325317903e+00, -4.733693167935223434e-01
4.725896915894125527e+00, 1.142991090519047148e+01, -3.259945149282002762e-03
4.539710119210355721e+00, 1.118821021386347603e+01, -1.460146988025035952e+00
5.103557855092176077e+00, 1.066237113471787090e+01, -5.785655899201403995e-01
4.307389597291085614e+00, 1.031614962554281334e+01, -2.327718494393582471e-01
4.711267922209293246e+00, 7.618285058913766505e+00, -1.650872329952692397e+00
3.624932955305459004e+00, 1.040009278596110498e+01, -1.509130311063978380e-01
4.756365030457124554e+00, 1.291218157245720199e+01, -4.964599376590678875e-02
4.338815450043170152e+00, 9.568307697072558682e+00, -1.203960917782903151e+00
3.516485513688674569e+00, 9.301662372044251725e+00, -1.617019318989179721e+00
5.562450248939180497e+00, 9.773045399554444401e+00, -7.025314318211893783e-01
4.310847816253079223e+00, 1.183722884741557380e+01, 9.228246794532737884e-02
3.668752119386943455e+00, 9.124996567215100995e+00, -4.051292069774361515e-01
5.149437737338293353e+00, 1.071862848705522531e+01, 1.321045180584961454e+00
5.742235941227143314e+00, 9.139540801464455910e+00, 1.198071026941807782e+00
